,fields.item_name,fields.brand_name,healthy,clean_item_name,filtered_item_name
188,"Sausage, Spinach And Mozzarella Frittata",Carrabba's Italian Grill,0,"['sausage', 'spinach', 'and', 'mozzarella', 'frittata']","['sausag', 'spinach', 'mozzarella', 'frittata']"
189,Rigatoni Campagnolo,Carrabba's Italian Grill,0,"['rigatoni', 'campagnolo']","['rigatoni', 'campagnolo']"
190,Chianti Kiss,Carrabba's Italian Grill,1,"['chianti', 'kiss']","['chianti', 'kiss']"
191,Meatballs And Ricotta,Carrabba's Italian Grill,0,"['meatballs', 'and', 'ricotta']","['meatbal', 'ricotta']"
192,Blackberry Bellini,Carrabba's Italian Grill,1,"['blackberry', 'bellini']","['blackberri', 'bellini']"
193,Grilled Asparagus With Prosciutto,Carrabba's Italian Grill,0,"['grilled', 'asparagus', 'with', 'prosciutto']","['grill', 'asparagu', 'prosciutto']"
194,"Lunch, Caesar Salad With Salmon",Carrabba's Italian Grill,0,"['lunch', 'caesar', 'salad', 'with', 'salmon']","['lunch', 'caesar', 'salad', 'salmon']"
195,"Classic Red Sangria, Pitcher",Carrabba's Italian Grill,0,"['classic', 'red', 'sangria', 'pitcher']","['classic', 'red', 'sangria', 'pitcher']"
196,Linguine Positano,Carrabba's Italian Grill,0,"['linguine', 'positano']","['linguin', 'positano']"
197,Spaghetti With Meatballs With Whole Grain Spaghetti,Carrabba's Italian Grill,0,"['spaghetti', 'with', 'meatballs', 'with', 'whole', 'grain', 'spaghetti']","['spaghetti', 'meatbal', 'whole', 'grain', 'spaghetti']"
198,Fettuccine Weesie With Whole Grain Spaghetti,Carrabba's Italian Grill,0,"['fettuccine', 'weesie', 'with', 'whole', 'grain', 'spaghetti']","['fettuccin', 'weesi', 'whole', 'grain', 'spaghetti']"
199,Spaghetti With Bolognese Meat Sauce With Whole Grain Spaghetti,Carrabba's Italian Grill,0,"['spaghetti', 'with', 'bolognese', 'meat', 'sauce', 'with', 'whole', 'grain', 'spaghetti']","['spaghetti', 'bolognes', 'meat', 'sauc', 'whole', 'grain', 'spaghetti']"
200,"Coke, With Ice",Carrabba's Italian Grill,1,"['coke', 'with', 'ice']","['coke', 'ice']"
201,"Lunch, Caprese Sandwich, Half",Carrabba's Italian Grill,1,"['lunch', 'caprese', 'sandwich', 'half']","['lunch', 'capres', 'sandwich', 'half']"
202,"Lunch, Caprese Sandwich",Carrabba's Italian Grill,1,"['lunch', 'caprese', 'sandwich']","['lunch', 'capres', 'sandwich']"
203,"Minestrone Soup, Cup",Carrabba's Italian Grill,1,"['minestrone', 'soup', 'cup']","['minestron', 'soup', 'cup']"
204,"Kids, Pepperoni Pizza",Carrabba's Italian Grill,0,"['kids', 'pepperoni', 'pizza']","['kid', 'pepperoni', 'pizza']"
205,"Diet Coke, With Ice",Carrabba's Italian Grill,1,"['diet', 'coke', 'with', 'ice']","['diet', 'coke', 'ice']"
206,Margherita Pizza,Carrabba's Italian Grill,0,"['margherita', 'pizza']","['margherita', 'pizza']"
207,Prosciutto Wrapped Pork Tenderloin,Carrabba's Italian Grill,0,"['prosciutto', 'wrapped', 'pork', 'tenderloin']","['prosciutto', 'wrap', 'pork', 'tenderloin']"
208,John Cole,Carrabba's Italian Grill,0,"['john', 'cole']","['john', 'cole']"
209,"Lunch, Chicken Bryan, Half",Carrabba's Italian Grill,1,"['lunch', 'chicken', 'bryan', 'half']","['lunch', 'chicken', 'bryan', 'half']"
210,Lasagne,Carrabba's Italian Grill,0,['lasagne'],['lasagn']
211,Mezzaluna,Carrabba's Italian Grill,0,['mezzaluna'],['mezzaluna']
212,Fettuccine Alfredo,Carrabba's Italian Grill,0,"['fettuccine', 'alfredo']","['fettuccin', 'alfredo']"
213,"Cafe Latte, Small",Elliano's Coffee Company,1,"['cafe', 'latte', 'small']","['cafe', 'latt', 'small']"
214,"Caffe Americano, Small",Elliano's Coffee Company,1,"['caffe', 'americano', 'small']","['caff', 'americano', 'small']"
215,"Cappuccino, Large",Elliano's Coffee Company,1,"['cappuccino', 'large']","['cappuccino', 'larg']"
216,"Guilt-Free Cafe Latte, Small",Elliano's Coffee Company,1,"['guiltfree', 'cafe', 'latte', 'small']","['guiltfre', 'cafe', 'latt', 'small']"
217,"Guilt-Free Vanilla Latte, Medium",Elliano's Coffee Company,1,"['guiltfree', 'vanilla', 'latte', 'medium']","['guiltfre', 'vanilla', 'latt', 'medium']"
218,"Vanilla Latte, Small",Elliano's Coffee Company,1,"['vanilla', 'latte', 'small']","['vanilla', 'latt', 'small']"
219,"Vanilla Latte, Medium",Elliano's Coffee Company,0,"['vanilla', 'latte', 'medium']","['vanilla', 'latt', 'medium']"
220,"Guilt-Free Iced Cafe Mocha, Medium",Elliano's Coffee Company,1,"['guiltfree', 'iced', 'cafe', 'mocha', 'medium']","['guiltfre', 'ice', 'cafe', 'mocha', 'medium']"
221,"Iced Cafe Latte, Medium",Elliano's Coffee Company,1,"['iced', 'cafe', 'latte', 'medium']","['ice', 'cafe', 'latt', 'medium']"
222,"Guilt-Free Iced Cafe Latte, Large",Elliano's Coffee Company,1,"['guiltfree', 'iced', 'cafe', 'latte', 'large']","['guiltfre', 'ice', 'cafe', 'latt', 'larg']"
223,"Guilt-Free Iced Vanilla Latte, Medium",Elliano's Coffee Company,1,"['guiltfree', 'iced', 'vanilla', 'latte', 'medium']","['guiltfre', 'ice', 'vanilla', 'latt', 'medium']"
224,"Iced Cafe Mocha, Small",Elliano's Coffee Company,1,"['iced', 'cafe', 'mocha', 'small']","['ice', 'cafe', 'mocha', 'small']"
225,"Iced White Mocha, Medium",Elliano's Coffee Company,0,"['iced', 'white', 'mocha', 'medium']","['ice', 'white', 'mocha', 'medium']"
226,"Venetian Vanilla Cream, Medium",Elliano's Coffee Company,0,"['venetian', 'vanilla', 'cream', 'medium']","['venetian', 'vanilla', 'cream', 'medium']"
227,"Cookie Freezer, Large",Elliano's Coffee Company,0,"['cookie', 'freezer', 'large']","['cooki', 'freezer', 'larg']"
228,"Mocha Freezer, Small",Elliano's Coffee Company,0,"['mocha', 'freezer', 'small']","['mocha', 'freezer', 'small']"
229,"Strawberry Smoothie, Large",Elliano's Coffee Company,0,"['strawberry', 'smoothie', 'large']","['strawberri', 'smoothi', 'larg']"
230,"Caffe Dolce, Medium",Elliano's Coffee Company,0,"['caffe', 'dolce', 'medium']","['caff', 'dolc', 'medium']"
231,"Guilt-Free Milan Mint Mocha, Medium",Elliano's Coffee Company,1,"['guiltfree', 'milan', 'mint', 'mocha', 'medium']","['guiltfre', 'milan', 'mint', 'mocha', 'medium']"
232,"Guilt-Free Mocha Freezer, Small",Elliano's Coffee Company,1,"['guiltfree', 'mocha', 'freezer', 'small']","['guiltfre', 'mocha', 'freezer', 'small']"
233,"Guilt-Free Coffee Freezer, Small",Elliano's Coffee Company,1,"['guiltfree', 'coffee', 'freezer', 'small']","['guiltfre', 'coffe', 'freezer', 'small']"
234,"Mocha Freezer, Medium",Elliano's Coffee Company,0,"['mocha', 'freezer', 'medium']","['mocha', 'freezer', 'medium']"
235,"Guilt-Free White Chocolate Freezer with Syrup, Large",Elliano's Coffee Company,1,"['guiltfree', 'white', 'chocolate', 'freezer', 'with', 'syrup', 'large']","['guiltfre', 'white', 'chocol', 'freezer', 'syrup', 'larg']"
236,"Cookie Shake, Medium",Elliano's Coffee Company,0,"['cookie', 'shake', 'medium']","['cooki', 'shake', 'medium']"
237,"Vanilla Shake, Small",Elliano's Coffee Company,0,"['vanilla', 'shake', 'small']","['vanilla', 'shake', 'small']"
238,"Guilt-Free Spiced Chai, Small",Elliano's Coffee Company,1,"['guiltfree', 'spiced', 'chai', 'small']","['guiltfre', 'spice', 'chai', 'small']"
239,"Berry Smoothie, Medium",Elliano's Coffee Company,0,"['berry', 'smoothie', 'medium']","['berri', 'smoothi', 'medium']"
240,"Strawberry Banana Smoothie, Large",Elliano's Coffee Company,0,"['strawberry', 'banana', 'smoothie', 'large']","['strawberri', 'banana', 'smoothi', 'larg']"
241,"Guilt-Free Hot Chocolate, Large",Elliano's Coffee Company,1,"['guiltfree', 'hot', 'chocolate', 'large']","['guiltfre', 'hot', 'chocol', 'larg']"
242,"Banana Shake, Large",Elliano's Coffee Company,0,"['banana', 'shake', 'large']","['banana', 'shake', 'larg']"
243,"Spiced Chai, Medium",Elliano's Coffee Company,0,"['spiced', 'chai', 'medium']","['spice', 'chai', 'medium']"
244,Apple Raisin Muffin,Eat'n Park,1,"['apple', 'raisin', 'muffin']","['appl', 'raisin', 'muffin']"
245,Cranberry Nut Muffin,Eat'n Park,1,"['cranberry', 'nut', 'muffin']","['cranberri', 'nut', 'muffin']"
246,Grilled Stickies,Eat'n Park,0,"['grilled', 'stickies']","['grill', 'sticki']"
247,Honeybun,Eat'n Park,0,['honeybun'],['honeybun']
248,Six Grain Bread,Eat'n Park,1,"['six', 'grain', 'bread']","['six', 'grain', 'bread']"
249,White Bread,Eat'n Park,1,"['white', 'bread']","['white', 'bread']"
250,"Mozzarella Sticks with Pomodoro Dipping Sauce, 6 Piece",Sbarro,0,"['mozzarella', 'sticks', 'with', 'pomodoro', 'dipping', 'sauce', '6', 'piece']","['mozzarella', 'stick', 'pomodoro', 'dip', 'sauc', '6', 'piec']"
251,Turkey with Pesto Mayo Sub - Hot or Cold,Sbarro,0,"['turkey', 'with', 'pesto', 'mayo', 'sub', 'hot', 'or', 'cold']","['turkey', 'pesto', 'mayo', 'sub', 'hot', 'cold']"
252,6 Tenders/Strips with Choice of 2 Sauces,Sbarro,0,"['6', 'tendersstrips', 'with', 'choice', 'of', '2', 'sauces']","['6', 'tendersstrip', 'choic', '2', 'sauc']"
253,Spaghetti with Sausage,Sbarro,0,"['spaghetti', 'with', 'sausage']","['spaghetti', 'sausag']"
254,"Mozzarella Sticks with Pomodoro Dipping Sauce, 3 Piece",Sbarro,1,"['mozzarella', 'sticks', 'with', 'pomodoro', 'dipping', 'sauce', '3', 'piece']","['mozzarella', 'stick', 'pomodoro', 'dip', 'sauc', '3', 'piec']"
255,Chipotle Ranch Dipping Sauce,Sbarro,1,"['chipotle', 'ranch', 'dipping', 'sauce']","['chipotl', 'ranch', 'dip', 'sauc']"
256,"NY Spinach & Tomato Pizza, 17 inch",Sbarro,0,"['ny', 'spinach', 'tomato', 'pizza', '17', 'inch']","['ny', 'spinach', 'tomato', 'pizza', '17', 'inch']"
257,"NY Pepperoni Pizza, 17 inch",Sbarro,0,"['ny', 'pepperoni', 'pizza', '17', 'inch']","['ny', 'pepperoni', 'pizza', '17', 'inch']"
258,"Pepperoni Stromboli, 6 inch",Sbarro,0,"['pepperoni', 'stromboli', '6', 'inch']","['pepperoni', 'stromboli', '6', 'inch']"
259,Fruit Salad,Sbarro,0,"['fruit', 'salad']","['fruit', 'salad']"
260,"Garlic Breadstick, 1 Piece",Sbarro,1,"['garlic', 'breadstick', '1', 'piece']","['garlic', 'breadstick', '1', 'piec']"
261,"Roman Cheese Pizza, Whole",Sbarro,0,"['roman', 'cheese', 'pizza', 'whole']","['roman', 'chees', 'pizza', 'whole']"
262,"Spinach Stromboli, 6 inch",Sbarro,0,"['spinach', 'stromboli', '6', 'inch']","['spinach', 'stromboli', '6', 'inch']"
263,"3-Meat Stromboli, 12 inch",Sbarro,0,"['3meat', 'stromboli', '12', 'inch']","['3meat', 'stromboli', '12', 'inch']"
264,"Classic Hawaiin Stromboli, 6 inch",Sbarro,0,"['classic', 'hawaiin', 'stromboli', '6', 'inch']","['classic', 'hawaiin', 'stromboli', '6', 'inch']"
265,Breakfast Meat Stuffed Slice,Sbarro,0,"['breakfast', 'meat', 'stuffed', 'slice']","['breakfast', 'meat', 'stuf', 'slice']"
266,"Roman Veggie Pizza, Slice",Sbarro,0,"['roman', 'veggie', 'pizza', 'slice']","['roman', 'veggi', 'pizza', 'slice']"
267,"Kids Quesadilla, Flour Tortilla",Chipotle,1,"['kids', 'quesadilla', 'flour', 'tortilla']","['kid', 'quesadilla', 'flour', 'tortilla']"
268,Blueberries,Chipotle,1,['blueberries'],['blueberri']
269,Kids Chips,Chipotle,1,"['kids', 'chips']","['kid', 'chip']"
270,"Kids Quesadilla, Pinto Beans",Chipotle,1,"['kids', 'quesadilla', 'pinto', 'beans']","['kid', 'quesadilla', 'pinto', 'bean']"
271,"Kids Quesadilla, Sofritas",Chipotle,1,"['kids', 'quesadilla', 'sofritas']","['kid', 'quesadilla', 'sofrita']"
272,"Kids Quesadilla, Chicken",Chipotle,1,"['kids', 'quesadilla', 'chicken']","['kid', 'quesadilla', 'chicken']"
273,"Kids Tacos, 2 Crispy Corn Tortillas",Chipotle,1,"['kids', 'tacos', '2', 'crispy', 'corn', 'tortillas']","['kid', 'taco', '2', 'crispi', 'corn', 'tortilla']"
274,"Kids Tacos, White Rice",Chipotle,1,"['kids', 'tacos', 'white', 'rice']","['kid', 'taco', 'white', 'rice']"
275,"Kids Tacos, Fresh Tomato Salsa",Chipotle,1,"['kids', 'tacos', 'fresh', 'tomato', 'salsa']","['kid', 'taco', 'fresh', 'tomato', 'salsa']"
276,Chips,Chipotle,0,['chips'],['chip']
277,Black Beans,Chipotle,1,"['black', 'beans']","['black', 'bean']"
278,Vinaigrette,Chipotle,0,['vinaigrette'],['vinaigrett']
279,Flour Tortilla,Chipotle,1,"['flour', 'tortilla']","['flour', 'tortilla']"
280,Steak,Chipotle,1,['steak'],['steak']
281,Crispy Taco Shell,Chipotle,1,"['crispy', 'taco', 'shell']","['crispi', 'taco', 'shell']"
282,Tomatillo-Red Chili Salsa,Chipotle,1,"['tomatillored', 'chili', 'salsa']","['tomatillor', 'chili', 'salsa']"
283,Fajita Vegetables,Chipotle,1,"['fajita', 'vegetables']","['fajita', 'veget']"
284,Chips & Tomatillo-Green Chili Salsa,Chipotle,0,"['chips', 'tomatillogreen', 'chili', 'salsa']","['chip', 'tomatillogreen', 'chili', 'salsa']"
285,Chips & Tomatillo-Red Chili Salsa,Chipotle,0,"['chips', 'tomatillored', 'chili', 'salsa']","['chip', 'tomatillor', 'chili', 'salsa']"
286,Chips & Fresh Tomato Salsa,Chipotle,0,"['chips', 'fresh', 'tomato', 'salsa']","['chip', 'fresh', 'tomato', 'salsa']"
287,Ken's Ranch Dressing,Domino's,0,"['kens', 'ranch', 'dressing']","['ken', 'ranch', 'dress']"
288,"MeatZZa Hand Tossed Pizza, Large",Domino's,0,"['meatzza', 'hand', 'tossed', 'pizza', 'large']","['meatzza', 'hand', 'toss', 'pizza', 'larg']"
289,"Spinach & Feta Hand Tossed Pizza, Large",Domino's,1,"['spinach', 'feta', 'hand', 'tossed', 'pizza', 'large']","['spinach', 'feta', 'hand', 'toss', 'pizza', 'larg']"
290,"Cali Chicken Bacon Ranch Hand Tossed Pizza, Large",Domino's,0,"['cali', 'chicken', 'bacon', 'ranch', 'hand', 'tossed', 'pizza', 'large']","['cali', 'chicken', 'bacon', 'ranch', 'hand', 'toss', 'pizza', 'larg']"
291,"Deluxe Hand Tossed Pizza, XLarge",Domino's,0,"['deluxe', 'hand', 'tossed', 'pizza', 'xlarge']","['delux', 'hand', 'toss', 'pizza', 'xlarg']"
292,Marzetti Cardini Caesar Dressing,Domino's,0,"['marzetti', 'cardini', 'caesar', 'dressing']","['marzetti', 'cardini', 'caesar', 'dress']"
293,Philly Cheese Steak Sandwich,Domino's,0,"['philly', 'cheese', 'steak', 'sandwich']","['philli', 'chees', 'steak', 'sandwich']"
294,Sweet BBQ Bacon Specialty Chicken,Domino's,0,"['sweet', 'bbq', 'bacon', 'specialty', 'chicken']","['sweet', 'bbq', 'bacon', 'specialti', 'chicken']"
295,"Ultimate Pepperoni Hand Tossed Pizza, Medium",Domino's,1,"['ultimate', 'pepperoni', 'hand', 'tossed', 'pizza', 'medium']","['ultim', 'pepperoni', 'hand', 'toss', 'pizza', 'medium']"
296,"Cali Chicken Bacon Ranch Hand Tossed Pizza, Small",Domino's,1,"['cali', 'chicken', 'bacon', 'ranch', 'hand', 'tossed', 'pizza', 'small']","['cali', 'chicken', 'bacon', 'ranch', 'hand', 'toss', 'pizza', 'small']"
297,Italian Sausage Marinara in Bread Bowl,Domino's,0,"['italian', 'sausage', 'marinara', 'in', 'bread', 'bowl']","['italian', 'sausag', 'marinara', 'bread', 'bowl']"
298,Cinnamon Bread Twists,Domino's,1,"['cinnamon', 'bread', 'twists']","['cinnamon', 'bread', 'twist']"
299,"ExtravaganZZa Hand Tossed Pizza, Large",Domino's,0,"['extravaganzza', 'hand', 'tossed', 'pizza', 'large']","['extravaganzza', 'hand', 'toss', 'pizza', 'larg']"
300,"Salad Bar, Orange Gelatin",Eat'n Park,1,"['salad', 'bar', 'orange', 'gelatin']","['salad', 'bar', 'orang', 'gelatin']"
301,"Breakfast Buffet, Swiss for Burger",Eat'n Park,1,"['breakfast', 'buffet', 'swiss', 'for', 'burger']","['breakfast', 'buffet', 'swiss', 'burger']"
302,"Breakfast Buffet, Grits",Eat'n Park,1,"['breakfast', 'buffet', 'grits']","['breakfast', 'buffet', 'grit']"
303,"Breakfast Buffet, Pepper Jack for Burger",Eat'n Park,1,"['breakfast', 'buffet', 'pepper', 'jack', 'for', 'burger']","['breakfast', 'buffet', 'pepper', 'jack', 'burger']"
304,"Almond Milk, Small",Eat'n Park,1,"['almond', 'milk', 'small']","['almond', 'milk', 'small']"
305,Over-Medium Egg (1),Eat'n Park,0,"['overmedium', 'egg', '1']","['overmedium', 'egg', '1']"
306,"Salad Bar, Green Olives",Eat'n Park,1,"['salad', 'bar', 'green', 'olives']","['salad', 'bar', 'green', 'oliv']"
307,"Salad Bar, Red Peppers",Eat'n Park,1,"['salad', 'bar', 'red', 'peppers']","['salad', 'bar', 'red', 'pepper']"
308,"Salad Bar, Sunflower Seeds",Eat'n Park,1,"['salad', 'bar', 'sunflower', 'seeds']","['salad', 'bar', 'sunflow', 'seed']"
309,Arnold Palmer,Eat'n Park,1,"['arnold', 'palmer']","['arnold', 'palmer']"
310,Herb-Crusted Chicken (2),Eat'n Park,0,"['herbcrusted', 'chicken', '2']","['herbcrust', 'chicken', '2']"
311,"Salad Bar, Chocolate Pudding",Eat'n Park,0,"['salad', 'bar', 'chocolate', 'pudding']","['salad', 'bar', 'chocol', 'pud']"
312,"Salad Bar, Pistachio Pudding",Eat'n Park,1,"['salad', 'bar', 'pistachio', 'pudding']","['salad', 'bar', 'pistachio', 'pud']"
313,"Salad Bar, Strawberry'n Creme Muffin",Eat'n Park,1,"['salad', 'bar', 'strawberryn', 'creme', 'muffin']","['salad', 'bar', 'strawberryn', 'creme', 'muffin']"
314,Kid's Sweet Tea,Eat'n Park,1,"['kids', 'sweet', 'tea']","['kid', 'sweet', 'tea']"
315,"Breakfast Buffet, Bacon",Eat'n Park,1,"['breakfast', 'buffet', 'bacon']","['breakfast', 'buffet', 'bacon']"
316,"Breakfast Buffet, Smiley Cookie",Eat'n Park,1,"['breakfast', 'buffet', 'smiley', 'cookie']","['breakfast', 'buffet', 'smiley', 'cooki']"
317,"Chocolate Sundae, 2 Scoops",Eat'n Park,0,"['chocolate', 'sundae', '2', 'scoops']","['chocol', 'sunda', '2', 'scoop']"
318,"BYO Appetizer, Even More Chips",Eat'n Park,0,"['byo', 'appetizer', 'even', 'more', 'chips']","['byo', 'appet', 'even', 'chip']"
319,Grilled Chicken Vegetable Flatbread,Eat'n Park,0,"['grilled', 'chicken', 'vegetable', 'flatbread']","['grill', 'chicken', 'veget', 'flatbread']"
320,"Breakfast Buffet, Corn Muffin",Eat'n Park,1,"['breakfast', 'buffet', 'corn', 'muffin']","['breakfast', 'buffet', 'corn', 'muffin']"
321,Ranch Chicken Pasta Primavera,Eat'n Park,0,"['ranch', 'chicken', 'pasta', 'primavera']","['ranch', 'chicken', 'pasta', 'primavera']"
322,Kid's Cranberry Juice,Eat'n Park,1,"['kids', 'cranberry', 'juice']","['kid', 'cranberri', 'juic']"
323,Crispy Chicken Club Sandwich,Eat'n Park,0,"['crispy', 'chicken', 'club', 'sandwich']","['crispi', 'chicken', 'club', 'sandwich']"
324,Mocha Chip Muffin,Eat'n Park,1,"['mocha', 'chip', 'muffin']","['mocha', 'chip', 'muffin']"
325,"V8 Juice, Large",Eat'n Park,0,"['v8', 'juice', 'large']","['v8', 'juic', 'larg']"
326,Kid's Vanilla Milkshake,Eat'n Park,0,"['kids', 'vanilla', 'milkshake']","['kid', 'vanilla', 'milkshak']"
327,"Salad Bar, Raspberry Yogurt",Eat'n Park,1,"['salad', 'bar', 'raspberry', 'yogurt']","['salad', 'bar', 'raspberri', 'yogurt']"
328,"Breakfast Buffet, Cranberry Nut Muffin",Eat'n Park,1,"['breakfast', 'buffet', 'cranberry', 'nut', 'muffin']","['breakfast', 'buffet', 'cranberri', 'nut', 'muffin']"
329,"Breakfast Buffet, Raisins",Eat'n Park,1,"['breakfast', 'buffet', 'raisins']","['breakfast', 'buffet', 'raisin']"
330,"Salad Bar, Balsamic Vinaigrette",Eat'n Park,1,"['salad', 'bar', 'balsamic', 'vinaigrette']","['salad', 'bar', 'balsam', 'vinaigrett']"
331,"Salad Bar, Thousand Island Dressing",Eat'n Park,1,"['salad', 'bar', 'thousand', 'island', 'dressing']","['salad', 'bar', 'thousand', 'island', 'dress']"
332,"Breakfast Buffet, Strawberries with Syrup",Eat'n Park,1,"['breakfast', 'buffet', 'strawberries', 'with', 'syrup']","['breakfast', 'buffet', 'strawberri', 'syrup']"
333,"Breakfast Buffet, Bread Pudding",Eat'n Park,1,"['breakfast', 'buffet', 'bread', 'pudding']","['breakfast', 'buffet', 'bread', 'pud']"
334,"Salad Bar, Peach Yogurt",Eat'n Park,1,"['salad', 'bar', 'peach', 'yogurt']","['salad', 'bar', 'peach', 'yogurt']"
335,"Breakfast Buffet, Prunes",Eat'n Park,1,"['breakfast', 'buffet', 'prunes']","['breakfast', 'buffet', 'prune']"
336,"Salad Bar, Peas",Eat'n Park,1,"['salad', 'bar', 'peas']","['salad', 'bar', 'pea']"
337,Over-Medium Eggs (2),Eat'n Park,0,"['overmedium', 'eggs', '2']","['overmedium', 'egg', '2']"
338,Zucchini Lasagna,Eat'n Park,0,"['zucchini', 'lasagna']","['zucchini', 'lasagna']"
339,"Breakfast Buffet, Bacon Egg Casserole",Eat'n Park,1,"['breakfast', 'buffet', 'bacon', 'egg', 'casserole']","['breakfast', 'buffet', 'bacon', 'egg', 'casserol']"
340,"Salad Bar, Pasta",Eat'n Park,1,"['salad', 'bar', 'pasta']","['salad', 'bar', 'pasta']"
341,Kid's 1% Milk,Eat'n Park,1,"['kids', '1', 'milk']","['kid', '1', 'milk']"
342,"Breakfast Buffet, Texas Toast",Eat'n Park,1,"['breakfast', 'buffet', 'texas', 'toast']","['breakfast', 'buffet', 'texa', 'toast']"
343,Peanut Butter Blast Cake,Eat'n Park,0,"['peanut', 'butter', 'blast', 'cake']","['peanut', 'butter', 'blast', 'cake']"
344,Kid's Caffeine-Free Diet Pepsi,Eat'n Park,1,"['kids', 'caffeinefree', 'diet', 'pepsi']","['kid', 'caffeinefre', 'diet', 'pepsi']"
345,"Salad Bar, Mandarin Oranges",Eat'n Park,1,"['salad', 'bar', 'mandarin', 'oranges']","['salad', 'bar', 'mandarin', 'orang']"
346,Kid's Gelatin,Eat'n Park,1,"['kids', 'gelatin']","['kid', 'gelatin']"
347,"Salad Bar, Lime Gelatin",Eat'n Park,1,"['salad', 'bar', 'lime', 'gelatin']","['salad', 'bar', 'lime', 'gelatin']"
348,Kid's Orange Juice,Eat'n Park,1,"['kids', 'orange', 'juice']","['kid', 'orang', 'juic']"
349,"Breakfast Buffet, Granola",Eat'n Park,1,"['breakfast', 'buffet', 'granola']","['breakfast', 'buffet', 'granola']"
350,"Regular Cheese, Portion for 12 inch Medium Pan Cheese Only Pizza",Domino's,1,"['regular', 'cheese', 'portion', 'for', '12', 'inch', 'medium', 'pan', 'cheese', 'only', 'pizza']","['regular', 'chees', 'portion', '12', 'inch', 'medium', 'pan', 'chees', 'pizza']"
